"candidato_numero","date_scraped","candidato_estado","id","candidato_nome"
"45","2011-03-23T08:50:51.715680","BR","280000000012","ANTÔNIO PEDRO DE SIQUEIRA INDIO DA COSTA"
"21","2011-03-23T08:50:51.761937","BR","280000000018","EDMILSON SILVA COSTA"
"21","2011-03-23T08:50:51.771772","BR","280000000017","IVAN MARTINS PINHEIRO"
"29","2011-03-23T08:50:51.798361","BR","280000000008","EDSON DORTA SILVA"
"29","2011-03-23T08:50:51.816120","BR","280000000007","RUI COSTA PIMENTA"
"28","2011-03-23T08:50:51.837948","BR","280000000009","JOSE LEVY FIDELIX DA CRUZ"
"28","2011-03-23T08:50:51.969752","BR","280000000010","LUIZ EDUARDO AYRES DUARTE"
"45","2011-03-23T08:50:51.990524","BR","280000000011","JOSÉ SERRA"
"27","2011-03-23T08:50:52.000542","BR","280000000015","JOSE MARIA EYMAEL"
"27","2011-03-23T08:50:52.009761","BR","280000000016","JOSE PAULO DA SILVA NETO"
"50","2011-03-23T08:50:52.019509","BR","280000000020","HAMILTON MOREIRA DE ASSIS"
"50","2011-03-23T08:50:52.029207","BR","280000000019","PLÍNIO SOARES DE ARRUDA SAMPAIO"
"16","2011-03-23T08:50:52.039210","BR","280000000004","CLÁUDIA ALVES DURANS"
"16","2011-03-23T08:50:52.051119","BR","280000000003","JOSÉ MARIA DE ALMEIDA"
"13","2011-03-23T08:50:52.063857","BR","280000000005","DILMA VANA ROUSSEFF"
"13","2011-03-23T08:50:52.074064","BR","280000000006","MICHEL MIGUEL ELIAS TEMER LULIA"
"43","2011-03-23T08:50:52.084791","BR","280000000002","GUILHERME PEIRÃO LEAL"
"43","2011-03-23T08:50:52.094714","BR","280000000001","MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA"
"25444","2011-03-23T08:50:55.276956","AC","10000000395","ANTONIO CARLOS OLIMPIO FELISBERTO"
"333","2011-03-23T08:50:55.296412","AC","10000000135","FERNANDO CARVALHO LAGE"
"25600","2011-03-23T08:50:55.305379","AC","10000000412","FRANCISCO PEREIRA DA SILVA NETO"
"25123","2011-03-23T08:50:55.316144","AC","10000000420","JAMYL ASFURY MARTINS OLIVEIRA"
"25678","2011-03-23T08:50:55.328148","AC","10000000421","JANALDO PINHEIRO CAVALCANTE"
"25777","2011-03-23T08:50:55.338719","AC","10000000422","JOAO MARCOS DE SOUZA DA LUZ"
"25888","2011-03-23T08:50:55.349318","AC","10000000434","LUIZ BASTOS DE ALMEIDA"
"25555","2011-03-23T08:50:55.359818","AC","10000000438","MANOEL JOSE NOGUEIRA LIMA"
"25015","2011-03-23T08:50:55.370611","AC","10000000440","MARCELO PENHA DE OLIVEIRA"
"25800","2011-03-23T08:50:55.380713","AC","10000000449","PEDRO SAMUEL MILANI NOGUEIRA"
"2525","2011-03-23T08:50:55.390756","AC","10000000210","RAIMUNDO MOREIRA NOLETO"
"25234","2011-03-23T08:50:55.400748","AC","10000000457","VALDIVINO NONATO DE SOUZA"
"65111","2011-03-23T08:50:55.410766","AC","10000000086","ADAMOR DAS MERCES PEREIRA"
"65444","2011-03-23T08:50:55.420928","AC","10000000087","ANTONIO JOSE SOUZA DOS SANTOS"
"65147","2011-03-23T08:50:55.431287","AC","10000000088","ANTONIO MATIAS DA COSTA FILHO"
"65413","2011-03-23T08:50:55.441270","AC","10000000089","ARYANNY CADAXO FEITOSA LIMA"
"651","2011-03-23T08:50:55.451934","AC","10000000128","CARLOS AUGUSTO BEYRUTH BORGES"
"65000","2011-03-23T08:50:55.461906","AC","10000000090","CARLOS FERNANDO GOMES MARTINS"
"65565","2011-03-23T08:50:55.472496","AC","10000000091","CLAUDIOMAR NEGREIROS DE MELO"
"65400","2011-03-23T08:50:55.483254","AC","10000000092","EDIVAN PINHEIRO BEZERRA"
"651","2011-03-23T08:50:55.494182","AC","10000000124","EDVALDO SOARES DE MAGALHAES"
"65800","2011-03-23T08:50:55.503764","AC","10000000093","ELDO LIMA PENHA"
"65999","2011-03-23T08:50:55.514381","AC","10000000094","FRANCINEIA MELO DA SILVA"
"65013","2011-03-23T08:50:55.524431","AC","10000000095","FRANCISCO EDUARDO SARAIVA DE FARIAS"
"65369","2011-03-23T08:50:55.535112","AC","10000000096","GESSIMAR FERREIRA LUCIANO"
"65777","2011-03-23T08:50:55.546513","AC","10000000097","GLADSON DA ROCHA ROQUE"
"65456","2011-03-23T08:50:55.558272","AC","10000000098","HIAMAR DE PAIVA PINHEIRO"
"65165","2011-03-23T08:50:55.571529","AC","10000000099","IRIS TAVARES DA SILVA"
"65122","2011-03-23T08:50:55.583710","AC","10000000100","JAILSON PONTES DE AMORIM"
"65333","2011-03-23T08:50:55.595098","AC","10000000101","JEBSON MEDEIROS DE SOUZA"
"65113","2011-03-23T08:50:55.606952","AC","10000000102","JEOSAFÁ CESAR DA COSTA"
"65300","2011-03-23T08:50:55.618121","AC","10000000103","JOAQUIM DE CASTRO DA CONCEICAO"
"65123","2011-03-23T08:50:55.630029","AC","10000000104","JOSE DE SOUZA LIMA"
"65622","2011-03-23T08:50:55.640512","AC","10000000105","JOSE FERREIRA DO NASCIMENTO FILHO"
"65852","2011-03-23T08:50:55.651202","AC","10000000106","JOSE GADELHA DAS CHAGAS"
"65890","2011-03-23T08:50:55.661381","AC","10000000107","JOSE OLIVEIRA ROCHA"
"651","2011-03-23T08:50:55.671347","AC","10000000126","JULIO EDUARDO GOMES PEREIRA"
"65258","2011-03-23T08:50:55.682190","AC","10000000108","JUSSARA BOMFIM DO NASCIMENTO"
"65500","2011-03-23T08:50:55.693113","AC","10000000109","LOURDES DOS SANTOS VIDAL"
"65222","2011-03-23T08:50:55.704407","AC","10000000110","LOURIVAL MUSTAFA DE ANDRADE"
"65159","2011-03-23T08:50:55.714536","AC","10000000111","LUCINEIA MOURA SAMPAIO LOPES"
"65888","2011-03-23T08:50:55.726104","AC","10000000112","LUIZ AUGUSTO DE ARAUJO PINHEIRO"
"65700","2011-03-23T08:50:55.736199","AC","10000000113","MARCOS ALEXSSON DE SOUSA CHAGAS"
"651","2011-03-23T08:50:55.747114","AC","10000000583","MARIA DO CARMO FERREIRA DA CUNHA"
"6513","2011-03-23T08:50:55.759241","AC","10000000251","MARIA PERPETUA DE ALMEIDA"
"65655","2011-03-23T08:50:55.770682","AC","10000000114","MARIA RITA PEREIRA BATISTA"
"65131","2011-03-23T08:50:55.781556","AC","10000000115","MARIA VANGERLÂNDIA DO NASCIMENTO SILVA"
"65789","2011-03-23T08:50:55.792594","AC","10000000116","MOISES DINIZ LIMA"
"65412","2011-03-23T08:50:55.803013","AC","10000000117","OCENILZA VENANCIO SARAIVA"
"65555","2011-03-23T08:50:55.813426","AC","10000000118","RAIMUNDO LACERDA DA SILVA"
"65100","2011-03-23T08:50:55.877578","AC","10000000119","ROBERTO CARLOS LEANDRO LUNA"
"65321","2011-03-23T08:50:55.887304","AC","10000000120","ROSIMAR LIMA DE OLIVEIRA"
"65478","2011-03-23T08:50:55.898314","AC","10000000121","WALDENIRA PEREIRA DOS SANTOS"
"1212","2011-03-23T08:50:55.915816","AC","10000000247","JAIRO CASSIANO BARBOSA"
"12345","2011-03-23T08:50:55.975630","AC","10000000278","JOSÉ LUIS SCHAFER"
"12000","2011-03-23T08:50:56.035482","AC","10000000289","THIAGO DE ALMEIDA ALENCAR"
"12777","2011-03-23T08:50:56.095738","AC","10000000514","WALTER LEITÃO PRADO"
"31000","2011-03-23T08:50:56.155686","AC","10000000267","FRANCISCO LUCIANO DE LIMA OLIVEIRA"
"15122","2011-03-23T08:50:56.215863","AC","10000000001","ANTONIA ROJAS SALES"
"15515","2011-03-23T08:50:56.275734","AC","10000000002","ANTONIO NIZOMAR DOS SANTOS"
"15369","2011-03-23T08:50:56.326716","AC","10000000003","BENEDITO VIEIRA DA SILVA"
"1515","2011-03-23T08:50:56.382204","AC","10000000195","DEODATO NUNES DE FRANÇA"
"15999","2011-03-23T08:50:56.728137","AC","10000000004","ESPERIDIAO MENEZES JUNIOR"
"15678","2011-03-23T08:50:56.754425","AC","10000000005","EVERALDO GOMES PEREIRA DA SILVA"
"1555","2011-03-23T08:50:56.765920","AC","10000000198","FLAVIANO FLAVIO BAPTISTA DE MELO"
"15222","2011-03-23T08:50:56.778672","AC","10000000006","FRANCISCO CARDOZO DO NASCIMENTO"
"15111","2011-03-23T08:50:56.790890","AC","10000000007","FRANCISCO DAS CHAGAS BELO DE OLIVEIRA"
"15120","2011-03-23T08:50:56.802476","AC","10000000008","FRANCISCO DAS CHAGAS ROMAO"
"15121","2011-03-23T08:50:56.814597","AC","10000000009","FRANCISCO DE JESUS LIMA DE ARAUJO"
"15015","2011-03-23T08:50:56.827950","AC","10000000010","FRANCISCO IBERTOM MEDEIROS CALIXTO"
"15333","2011-03-23T08:50:56.840859","AC","10000000011","GILDOMAR OLIVEIRA GOMES"
"15135","2011-03-23T08:50:56.853318","AC","10000000012","IVONETE DOS SANTOS DE OLIVEIRA"
"151","2011-03-23T08:50:56.866300","AC","10000000132","JOAO CORREIA LIMA SOBRINHO"
"15123","2011-03-23T08:50:56.879150","AC","10000000013","JOAO MANOEL DE SOUZA MENDES"
"15555","2011-03-23T08:50:56.891237","AC","10000000014","JORGE DE GOES SILVA"
"15400","2011-03-23T08:50:56.902636","AC","10000000015","MARIA DIONE NASCIMENTO DOS SANTOS"
"15888","2011-03-23T08:50:56.914384","AC","10000000016","MARIA LIONETE GUIMARAES DOS SANTOS"
"15500","2011-03-23T08:50:56.926025","AC","10000000017","PEDRO RODRIGUES CAVALCANTE NETO"
"15000","2011-03-23T08:50:56.938518","AC","10000000018","RODRIGO BARBOSA DE ALMEIDA"
"15777","2011-03-23T08:50:56.949256","AC","10000000019","SARA FRANK DE LIMA RODRIGOS"
"15007","2011-03-23T08:50:56.960606","AC","10000000020","SERGIO RICARDO ALVES DE OLIVEIRA"
"15011","2011-03-23T08:50:56.971184","AC","10000000021","VALDERLI DA SILVA LISBOA/"
"15100","2011-03-23T08:50:56.982943","AC","10000000022","VANDERLEY PEREIRA ROCHA"
"33444","2011-03-23T08:50:56.993947","AC","10000000394","ANDRE ROBERTO ROGERIO VALE DOS SANTOS"
"33256","2011-03-23T08:50:57.005044","AC","10000000396","ANTONIO JAIRO COSTA ARAUJO"
"33888","2011-03-23T08:50:57.017386","AC","10000000397","ANTONIO JOSE DA SILVA OLIVEIRA"
"33101","2011-03-23T08:50:57.029717","AC","10000000399","ANTONIO SERGIO BAQUER DE BARROS"
"33133","2011-03-23T08:50:57.043216","AC","10000000400","ARTUR LIBORINIO DOS SANTOS LIMA NETO"
"33999","2011-03-23T08:50:57.055821","AC","10000000425","JOSE ROBERTO SOUTO MAIOR"
"33233","2011-03-23T08:50:57.068111","AC","10000000431","KLAITON ANDRE BRAGA PINHEIRO"
"33678","2011-03-23T08:50:57.081092","AC","10000000433","LUELI FIESCA FERREIRA"
"33033","2011-03-23T08:50:57.092495","AC","10000000437","MANOEL FRANCISCO PINTO DE LIMA"
"33777","2011-03-23T08:50:57.104445","AC","10000000441","MARCIO CLEBER GOMES DA SILVA"
"33123","2011-03-23T08:50:57.116272","AC","10000000445","MARILEIDE SERAFIM DE ANDRADE"
"33456","2011-03-23T08:50:57.127830","AC","10000000450","PLINIO WILLY DE MELO BANDEIRA"
"33333","2011-03-23T08:50:57.143873","AC","10000000451","RAIMUNDO NONATO CRUZ PEREIRA"
"33111","2011-03-23T08:50:57.156519","AC","10000000454","SEBASTIAO LIRA DOS SANTOS"
"333","2011-03-23T08:50:57.168731","AC","10000000133","SERGIO DE OLIVEIRA CUNHA"
"33000","2011-03-23T08:50:57.179975","AC","10000000455","SIRLENE OLIVEIRA DA CUNHA"
"3333","2011-03-23T08:50:57.191850","AC","10000000212","SOLANGE MARIA PINHO PASCOAL"
"3345","2011-03-23T08:50:57.204203","AC","10000000213","SOZA MARIA ALMEIDA DO NASCIMENTO"
"33277","2011-03-23T08:50:57.216576","AC","10000000456","THEOELITA DA SILVA QUINDERI"
"33433","2011-03-23T08:50:57.228228","AC","10000000458","VANDERLILDO NOGUEIRA"
"33112","2011-03-23T08:50:57.241717","AC","10000000461","WILLISSON VIANA BARBOSA"
"11223","2011-03-23T08:50:57.253814","AC","10000000058","ALEXSANDRO DANIEL BARROS"
"11011","2011-03-23T08:50:57.266756","AC","10000000059","ALTEMAR VIRGINIO DA SILVA"
"11888","2011-03-23T08:50:57.278431","AC","10000000060","ANTONIA MARIA OLIVEIRA DE SOUZA"
"11250","2011-03-23T08:50:57.290126","AC","10000000061","ANTONIO RAIMUNDO BORGES PACIFICO"
"11456","2011-03-23T08:50:57.301736","AC","10000000062","BLANDINA MARIA MENEZES DA SILVA E SILVA"
"11007","2011-03-23T08:50:57.313763","AC","10000000063","CESAR PAN"
"11236","2011-03-23T08:50:57.326676","AC","10000000064","CLAUDIO BRAGA LEITE"
"11234","2011-03-23T08:50:57.338711","AC","10000000065","DALZENY SILVA DE FRANCA"
"11336","2011-03-23T08:50:57.350661","AC","10000000066","DAMIAO VIANA DA SILVA"
"11447","2011-03-23T08:50:57.362138","AC","10000000067","ED MARCOS SOARES DA SILVA"
"11123","2011-03-23T08:50:57.373414","AC","10000000068","ELUZIMAR ALENCAR DE ALMEIDA"
"11225","2011-03-23T08:50:57.384937","AC","10000000069","EUGENIO MARINHO DA SILVA"
"11119","2011-03-23T08:50:57.397944","AC","10000000070","FRANCISCO LOPES PESSOA"
"11133","2011-03-23T08:50:57.411891","AC","10000000071","FRANCISCO VAGNER DE SANTANA AMORIM"
"1122","2011-03-23T08:50:57.425681","AC","10000000243","GLADSON DE LIMA CAMELI"
"11255","2011-03-23T08:50:57.439141","AC","10000000072","JESSE TAVARES LEITAO"
"11233","2011-03-23T08:50:57.450672","AC","10000000073","JOAO LOURENCO DO CARMO"
"11999","2011-03-23T08:50:57.462173","AC","10000000074","JOSE DE JESUS VIANA DO NASCIMENTO"
"11222","2011-03-23T08:50:57.474899","AC","10000000075","JOSE ELSON SANTIAGO DE MELO"
"11555","2011-03-23T08:50:57.486992","AC","10000000076","JOSE GERSON DE CASTRO MEIRELES"
"11106","2011-03-23T08:50:57.498272","AC","10000000077","JOSE RAIMUNDO BARROSO BESTENE"
"11422","2011-03-23T08:50:57.510262","AC","10000000078","MAGILDO DE SOUZA LIMA"
"11125","2011-03-23T08:50:57.521676","AC","10000000622","MARIA ANTONIA PINHEIRO BARBOSA"
"11444","2011-03-23T08:50:57.532980","AC","10000000079","MARIA ZILMAR DA ROCHA PAIVA"
"11333","2011-03-23T08:50:57.544290","AC","10000000080","NEY WILLIAMS SALGADO MAZZARO"
"11122","2011-03-23T08:50:57.556237","AC","10000000081","NICOLAU CANDIDO DA SILVA JUNIOR"
"11111","2011-03-23T08:50:57.566913","AC","10000000082","RAIMUNDO NONATO DE SOUSA PINHEIRO"
"11777","2011-03-23T08:50:57.579284","AC","10000000083","REZENE DE SOUZA LIMA FILHO"
"11105","2011-03-23T08:50:57.590721","AC","10000000084","VILMA MARIA DA COSTA SILVA"
"11000","2011-03-23T08:50:57.601717","AC","10000000085","VILSEU FERREIRA DA SILVA"
"2333","2011-03-23T08:50:57.612879","AC","10000000193","ALDENOR FERNANDES DE SOUZA"
"23345","2011-03-23T08:50:57.623711","AC","10000000398","ANTONIO MARIANO DE FREITAS LIMA"
"23230","2011-03-23T08:50:57.633991","AC","10000000401","BENEDITO SILVA BARBOSA"
"23777","2011-03-23T08:50:57.644331","AC","10000000402","CARLOS ALBERTO ELIAS DA SILVA"
"23444","2011-03-23T08:50:57.655666","AC","10000000403","DACI SILVA DA GAMA"
"23414","2011-03-23T08:50:57.667714","AC","10000000407","FERNANDO SOUSA CARDOSO"
"23147","2011-03-23T08:50:57.680959","AC","10000000408","FRANCISCA SHEILA DE SÁ COSTA"
"2323","2011-03-23T08:50:57.694114","AC","10000000199","FRANCISCO ALVES VIEIRA"
"23321","2011-03-23T08:50:57.706822","AC","10000000410","FRANCISCO EUDES DA SILVA BRANDÃO"
"23337","2011-03-23T08:50:57.719752","AC","10000000411","FRANCISCO MARCOS TELES RODRIGUES"
"23220","2011-03-23T08:50:57.732106","AC","10000000413","FRANESI DA SILVA RIBEIRO"
"23123","2011-03-23T08:50:57.743540","AC","10000000418","IDALINA ONOFRE DE BRITO FERNANDES"
"23333","2011-03-23T08:50:57.756119","AC","10000000426","JOSENIL COSTA CHAVES"
"23789","2011-03-23T08:50:57.767699","AC","10000000427","JOSIMAR ARAUJO RODRIGUES"
"23456","2011-03-23T08:50:57.779049","AC","10000000442","MARDILSON VITORIANO DE SIQUEIRA"
"2369","2011-03-23T08:50:57.792851","AC","10000000206","MARIA DA ROCHA SEVERO"
"2345","2011-03-23T08:50:57.805859","AC","10000000208","MAURICIO DINIZ LIMA"
"2222","2011-03-23T08:50:57.817991","AC","10000000237","EDILBERTO AFONSO DE MORAES JUNIOR"
"22222","2011-03-23T08:50:57.831920","AC","10000000270","HELDER COTTA PAIVA"
"22333","2011-03-23T08:50:57.844317","AC","10000000280","LEUDA MENDES DE ALMEIDA"
"22000","2011-03-23T08:50:57.857004","AC","10000000284","MARIO MARCELO BARROS DOS SANTOS"
"10000","2011-03-23T08:50:57.868431","AC","10000000358","ELY ROBERTO FERREIRA DOS SANTOS"
"10789","2011-03-23T08:50:57.881499","AC","10000000376","JULIANA RODRIGUES DE OLIVEIRA"
"10123","2011-03-23T08:50:57.894787","AC","10000000379","MANOEL MARCOS CARVALHO DE MESQUITA"
"10333","2011-03-23T08:50:57.906674","AC","10000000384","ORLANDO DA COSTA MENDES"
"1010","2011-03-23T08:50:57.919741","AC","10000000258","VALDEMIR JANUARIO DE ALMEIDA"
"44012","2011-03-23T08:50:57.930995","AC","10000000351","ASTERIO DE PAULA MOREIRA FILHO"
"44700","2011-03-23T08:50:57.943390","AC","10000000356","ELIAS DE SOUZA CAMPOS"
"44131","2011-03-23T08:50:57.955635","AC","10000000359","EVARISTO DE SOUSA LIMA"
"44013","2011-03-23T08:50:57.968685","AC","10000000361","FRANCISCO ANTONIO LIRA DA SILVA MONTEIRO"
"44000","2011-03-23T08:50:57.981938","AC","10000000363","FRANCISCO CARLOS OLIVEIRA DO NASCIMENTO"
"44123","2011-03-23T08:50:57.994847","AC","10000000365","FRANCISCO LIRA DE MORAIS"
"4444","2011-03-23T08:50:58.006607","AC","10000000241","GEHLEN DINIZ ANDRADE"
"44555","2011-03-23T08:50:58.019693","AC","10000000367","HEITOR ANDRADE DE MACEDO FILHO"
"44345","2011-03-23T08:50:58.032417","AC","10000000371","JORGE ANTONIO DE SOUSA NASCIMENTO"
"44444","2011-03-23T08:50:58.044624","AC","10000000372","JOSE ALTAMIR TAUMATURGO DE SA"
"44111","2011-03-23T08:50:58.057428","AC","10000000373","JOSE CARLOS SANTOS DE MACEDO"
"44567","2011-03-23T08:50:58.070846","AC","10000000374","JOSE HUGO DA SILVA SOUZA"
"44777","2011-03-23T08:50:58.083461","AC","10000000378","MANOEL FERREIRA LEÃO"
"44333","2011-03-23T08:50:58.097027","AC","10000000382","MARIO JORGE DE DEUS MORAIS"
"44888","2011-03-23T08:50:58.110008","AC","10000000383","MAURO AFONSO DIAS MARQUES"
"44400","2011-03-23T08:50:58.122209","AC","10000000385","RAIMUNDO DEISSO DE CARVALHO"
"44234","2011-03-23T08:50:58.136284","AC","10000000390","ROSE LANE ALVES JARDIM"
"44222","2011-03-23T08:50:58.147618","AC","10000000391","SERGIO DE ALBUQUERQUE CHAGAS"
"4455","2011-03-23T08:50:58.161183","AC","10000000256","SIDNEY DIAS DE OLIVEIRA"
"28155","2011-03-23T08:50:58.174520","AC","10000000563","ALDELICE GOMES FERREIRA"
"28444","2011-03-23T08:50:58.185826","AC","10000000549","ALZENIR GOMES DA SILVA"
"28721","2011-03-23T08:50:58.198126","AC","10000000562","ANA CLAUDIA BRITO DE CARVALHO SILVA"
"28120","2011-03-23T08:50:58.208790","AC","10000000546","ANTONIO DA SILVA MACHADO"
"28","2011-03-23T08:50:58.219743","AC","10000000508","ANTONIO NERES GOUVEIA"
"28200","2011-03-23T08:50:58.230111","AC","10000000532","ASSEM AYACHE SOBRINHO"
"28113","2011-03-23T08:50:58.241778","AC","10000000547","ATILA DA SILVA SANTOS"
"28234","2011-03-23T08:50:58.253320","AC","10000000581","DANIEL GOMES DE ARAUJO"
"2828","2011-03-23T08:50:58.264060","AC","10000000527","GILDA OLIVEIRA DA SILVA"
"28789","2011-03-23T08:50:58.275780","AC","10000000522","JOAO AZEVEDO JUNQUEIRA FILHO"
"28007","2011-03-23T08:50:58.287192","AC","10000000516","JOSE ARNALDO DA SILVA BARROS"
"28888","2011-03-23T08:50:58.298782","AC","10000000528","MANOEL FELICIANO PEREIRA DA SILVA"
"28105","2011-03-23T08:50:58.309572","AC","10000000552","MANOEL MACHADO DA ROCHA"
"28","2011-03-23T08:50:58.320984","AC","10000000642","MARCIO JOSE FILHO"
"28100","2011-03-23T08:50:58.332215","AC","10000000525","MARCUS ANTONIUS DE BASTOS"
"28","2011-03-23T08:50:58.344116","AC","10000000510","MARIA PEREGRINA SOUZA E SILVA"
"28555","2011-03-23T08:50:58.354884","AC","10000000512","MARIO JORGE DA SILVA ANUTE"
"28111","2011-03-23T08:50:58.366644","AC","10000000543","OCELIO TELES DOS SANTOS"
"28123","2011-03-23T08:50:58.378300","AC","10000000530","ONILDO XIMENES MUNIZ"
"28333","2011-03-23T08:50:58.389758","AC","10000000544","ROBSON IVAIR DE LAIA"
"28222","2011-03-23T08:50:58.402488","AC","10000000524","RUBENELTON JOSE DE SOUZA"
"28028","2011-03-23T08:50:58.414044","AC","10000000529","SALIM CHAOUKI CHAOUK"
"28001","2011-03-23T08:50:58.425382","AC","10000000551","SEBASTIÃO MARTINS DOS SANTOS"
"28621","2011-03-23T08:50:58.436322","AC","10000000548","SIMONE ARAUJO DE SOUZA AZEVEDO"
"28972","2011-03-23T08:50:58.448998","AC","10000000542","TELMA MARIA DE SOUZA OLIVEIRA"
"40444","2011-03-23T08:50:58.460633","AC","10000000023","ADELINO LIMA DE MELO"
"40777","2011-03-23T08:50:58.472663","AC","10000000024","ALAN HUDSON GANUM AREAL"
"40007","2011-03-23T08:50:58.485541","AC","10000000025","ANTONIO DA SILVA DE SOUZA"
"40500","2011-03-23T08:50:58.497885","AC","10000000026","ANTONIO DELORGEM NERIS CAMPOS"
"40999","2011-03-23T08:50:58.509717","AC","10000000027","ANTONIO TORRES"
"40140","2011-03-23T08:50:58.521671","AC","10000000030","CHARLES ANDRE ROSAS CAVALCANTE"
"40456","2011-03-23T08:50:58.534008","AC","10000000031","DEUVO ALEX SANDRO BARBOSA DO NASCIMENTO"
"40190","2011-03-23T08:50:58.547745","AC","10000000032","ELIANE LOPES DA SILVA DE LIMA"
"40333","2011-03-23T08:50:58.560386","AC","10000000035","FRANCISCA LOPES DE LIMA"
"40900","2011-03-23T08:50:58.572866","AC","10000000037","GILSON RODRIGUES DE MELO"
"40123","2011-03-23T08:50:58.585824","AC","10000000038","JOAQUIM MACIEL DA COSTA NETO"
"40555","2011-03-23T08:50:58.598251","AC","10000000039","JOSE AFONSO DE MIRANDA GOMES"
"40100","2011-03-23T08:50:58.609797","AC","10000000040","JOSE JANES GOMES DA SILVA"
"40440","2011-03-23T08:50:58.621112","AC","10000000041","JOSE RIBAMAR DE LIMA MOTA"
"40707","2011-03-23T08:50:58.632689","AC","10000000042","LAURENCIO LOPES DA SILVA"
"40300","2011-03-23T08:50:58.644895","AC","10000000043","LEVI MENEZES DE LIMA"
"40234","2011-03-23T08:50:58.656349","AC","10000000046","MANOEL MORAES DE SALES"
"40700","2011-03-23T08:50:58.668861","AC","10000000047","MARIA APARECIDA DE LIMA MENEZES SILVEIRA"
"40364","2011-03-23T08:50:58.683274","AC","10000000048","MARIA DA SOLIDADE SANTOS DA SILVA"
"40513","2011-03-23T08:50:58.696690","AC","10000000049","MARIA DUCINEA MELO DE OLIVEIRA"
"40852","2011-03-23T08:50:58.710528","AC","10000000050","MARIA VALNISE SOUSA"
"40400","2011-03-23T08:50:58.722560","AC","10000000051","OMAR DE ALMEIDA FARIAS"
"40222","2011-03-23T08:50:58.735674","AC","10000000052","PAULO SOARES DA SILVA"
"40111","2011-03-23T08:50:58.747317","AC","10000000053","RAIMUNDO VIDAL DE SOUZA FILHO"
"40789","2011-03-23T08:50:58.787617","AC","10000000054","RICARD CÍCERO DINIZ AGUIAR"
"40000","2011-03-23T08:50:58.798105","AC","10000000055","ROGER CORREA DE OLIVEIRA"
"40040","2011-03-23T08:50:58.845923","AC","10000000056","TANIA MARIA SILVA OLIVEIRA"
"2010","2011-03-23T08:50:58.905663","AC","10000000194","ANTONIA LUCILEIA CRUZ RAMOS CAMARA"
"333","2011-03-23T08:50:58.965897","AC","10000000136","ARMANDO JOSE DE OLIVEIRA"
"20020","2011-03-23T08:50:58.986660","AC","10000000404","DENILSON SEGOVIA DE ARAUJO"
"151","2011-03-23T08:50:58.995949","AC","10000000134","EMMANUEL RODRIGUES DE SOUZA"
"20222","2011-03-23T08:50:59.024974","AC","10000000416","GILSON TAGINA DA SILVA"
"20000","2011-03-23T08:50:59.036511","AC","10000000417","HELDER ABDALLAH DA SILVA"
"20100","2011-03-23T08:50:59.080668","AC","10000000419","IDERSON MARCIO ENES RIBEIRO"
"2020","2011-03-23T08:50:59.093175","AC","10000000203","JOSE DELMAR SANTIAGO"
"20456","2011-03-23T08:50:59.104464","AC","10000000432","LANA CAVALCANTE DE LIMA"
"20555","2011-03-23T08:50:59.115744","AC","10000000436","MANOEL DA SILVA MAGALHAES"
"20010","2011-03-23T08:50:59.126259","AC","10000000446","MICHELA CHAGAS DE ASSIS AUTO"
"2009","2011-03-23T08:50:59.337583","AC","10000000209","MIGUEL ARCANJO DE SOUZA CARNEIRO"
"20123","2011-03-23T08:50:59.398276","AC","10000000452","REIDIVAN DA ROCHA DE FRANCA"
"20111","2011-03-23T08:50:59.409113","AC","10000000453","ROMILDO MAGALHAES DA SILVA"
"151","2011-03-23T08:50:59.420333","AC","10000000603","RUDSON MARCELINO DE OLIVEIRA"
"2012","2011-03-23T08:50:59.431608","AC","10000000214","UAGLA BELMONT ALVES"
"20777","2011-03-23T08:50:59.442284","AC","10000000459","VANUCIA ALVES DA SILVA"
"45690","2011-03-23T08:50:59.454635","AC","10000000160","ALCILENE CUNHA DE SOUZA"
"45233","2011-03-23T08:50:59.467339","AC","10000000161","ALONSO GOMES DE ANDRADE"
"45111","2011-03-23T08:50:59.479662","AC","10000000162","ANTONIA FRANÇA DE OLIVEIRA VIEIRA"
"45333","2011-03-23T08:50:59.492287","AC","10000000163","ANTONIO JOSE CORREIA DANIEL"
"45145","2011-03-23T08:50:59.504501","AC","10000000164","ANTONIO MARCOLINO DE SOUZA"
"45444","2011-03-23T08:50:59.517118","AC","10000000165","AROLDO MONTEIRO RODRIGUES"
"45123","2011-03-23T08:50:59.529184","AC","10000000167","DONALD FERNANDES DA COSTA"
"4563","2011-03-23T08:50:59.542276","AC","10000000196","EDSON FIRMINO DE PAULA"
"4588","2011-03-23T08:50:59.554940","AC","10000000197","ELISABETH APARECIDA GARCIA RODRIGUES"
"45045","2011-03-23T08:50:59.568163","AC","10000000168","EVA GALVÃO DIAS"
"4569","2011-03-23T08:50:59.581387","AC","10000000200","FRANCISCO CARLOS DE OLIVEIRA DE LIMA"
"45234","2011-03-23T08:50:59.593453","AC","10000000169","FRANCISCO DE OLIVEIRA ALVES"
"4580","2011-03-23T08:50:59.606840","AC","10000000201","FRANCISCO JOSE BENICIO DIAS"
"45336","2011-03-23T08:50:59.619527","AC","10000000170","FRANCISCO NONATO DE CASTRO"
